"Notes"	"Residence State"	"Residence State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Kentucky"	"21"	"29 years"	"29"	"#COVID-19 (U07.1)"	"GR113-137"	13	303131	Unreliable
	"Kentucky"	"21"	"30 years"	"30"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	21	308886	6.8
	"Kentucky"	"21"	"30 years"	"30"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	308886	Unreliable
	"Kentucky"	"21"	"30 years"	"30"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	35	308886	11.3
	"Kentucky"	"21"	"30 years"	"30"	"#COVID-19 (U07.1)"	"GR113-137"	17	308886	Unreliable
	"Kentucky"	"21"	"31 years"	"31"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	28	307007	9.1
	"Kentucky"	"21"	"31 years"	"31"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	15	307007	Unreliable
	"Kentucky"	"21"	"31 years"	"31"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	49	307007	16.0
	"Kentucky"	"21"	"31 years"	"31"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	307007	Unreliable
	"Kentucky"	"21"	"31 years"	"31"	"#COVID-19 (U07.1)"	"GR113-137"	18	307007	Unreliable
	"Kentucky"	"21"	"32 years"	"32"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	30	298640	10.0
	"Kentucky"	"21"	"32 years"	"32"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	298640	Unreliable
	"Kentucky"	"21"	"32 years"	"32"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	58	298640	19.4
	"Kentucky"	"21"	"32 years"	"32"	"#COVID-19 (U07.1)"	"GR113-137"	25	298640	8.4
	"Kentucky"	"21"	"33 years"	"33"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	40	286473	14.0
	"Kentucky"	"21"	"33 years"	"33"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	12	286473	Unreliable
	"Kentucky"	"21"	"33 years"	"33"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	50	286473	17.5
	"Kentucky"	"21"	"33 years"	"33"	"#COVID-19 (U07.1)"	"GR113-137"	20	286473	7.0
	"Kentucky"	"21"	"34 years"	"34"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	36	278335	12.9
	"Kentucky"	"21"	"34 years"	"34"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	70	278335	25.1
	"Kentucky"	"21"	"34 years"	"34"	"#COVID-19 (U07.1)"	"GR113-137"	17	278335	Unreliable
	"Kentucky"	"21"	"35 years"	"35"	"#Septicemia (A40-A41)"	"GR113-010"	11	275223	Unreliable
	"Kentucky"	"21"	"35 years"	"35"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	41	275223	14.9
	"Kentucky"	"21"	"35 years"	"35"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	16	275223	Unreliable
	"Kentucky"	"21"	"35 years"	"35"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	68	275223	24.7
	"Kentucky"	"21"	"35 years"	"35"	"#COVID-19 (U07.1)"	"GR113-137"	21	275223	7.6
	"Kentucky"	"21"	"36 years"	"36"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	54	274850	19.6
	"Kentucky"	"21"	"36 years"	"36"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	18	274850	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	67	274850	24.4
	"Kentucky"	"21"	"36 years"	"36"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11	274850	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	12	274850	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	12	274850	Unreliable
	"Kentucky"	"21"	"36 years"	"36"	"#COVID-19 (U07.1)"	"GR113-137"	25	274850	9.1
	"Kentucky"	"21"	"37 years"	"37"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	68	278172	24.4
	"Kentucky"	"21"	"37 years"	"37"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	18	278172	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	84	278172	30.2
	"Kentucky"	"21"	"37 years"	"37"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12	278172	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	10	278172	Unreliable
	"Kentucky"	"21"	"37 years"	"37"	"#COVID-19 (U07.1)"	"GR113-137"	30	278172	10.8
	"Kentucky"	"21"	"38 years"	"38"	"#Septicemia (A40-A41)"	"GR113-010"	15	277364	Unreliable
	"Kentucky"	"21"	"38 years"	"38"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	61	277364	22.0
	"Kentucky"	"21"	"38 years"	"38"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	34	277364	12.3
	"Kentucky"	"21"	"38 years"	"38"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	110	277364	39.7
	"Kentucky"	"21"	"38 years"	"38"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	24	277364	8.7
	"Kentucky"	"21"	"38 years"	"38"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	277364	Unreliable
	"Kentucky"	"21"	"38 years"	"38"	"#COVID-19 (U07.1)"	"GR113-137"	29	277364	10.5
	"Kentucky"	"21"	"39 years"	"39"	"#Septicemia (A40-A41)"	"GR113-010"	21	283587	7.4
	"Kentucky"	"21"	"39 years"	"39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	88	283587	31.0
	"Kentucky"	"21"	"39 years"	"39"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	30	283587	10.6
	"Kentucky"	"21"	"39 years"	"39"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	116	283587	40.9
	"Kentucky"	"21"	"39 years"	"39"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	18	283587	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	283587	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	12	283587	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	283587	Unreliable
	"Kentucky"	"21"	"39 years"	"39"	"#COVID-19 (U07.1)"	"GR113-137"	39	283587	13.8
	"Kentucky"	"21"	"40 years"	"40"	"#Septicemia (A40-A41)"	"GR113-010"	21	286692	7.3
	"Kentucky"	"21"	"40 years"	"40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	93	286692	32.4
	"Kentucky"	"21"	"40 years"	"40"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	31	286692	10.8
	"Kentucky"	"21"	"40 years"	"40"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	117	286692	40.8
	"Kentucky"	"21"	"40 years"	"40"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	10	286692	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	286692	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	286692	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	15	286692	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	286692	Unreliable
	"Kentucky"	"21"	"40 years"	"40"	"#COVID-19 (U07.1)"	"GR113-137"	34	286692	11.9
	"Kentucky"	"21"	"41 years"	"41"	"#Septicemia (A40-A41)"	"GR113-010"	21	285903	7.3
	"Kentucky"	"21"	"41 years"	"41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	103	285903	36.0
	"Kentucky"	"21"	"41 years"	"41"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	28	285903	9.8
	"Kentucky"	"21"	"41 years"	"41"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	136	285903	47.6
	"Kentucky"	"21"	"41 years"	"41"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	14	285903	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	16	285903	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	285903	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	12	285903	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	12	285903	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	285903	Unreliable
	"Kentucky"	"21"	"41 years"	"41"	"#COVID-19 (U07.1)"	"GR113-137"	40	285903	14.0
	"Kentucky"	"21"	"42 years"	"42"	"#Septicemia (A40-A41)"	"GR113-010"	18	285560	Unreliable
	"Kentucky"	"21"	"42 years"	"42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	135	285560	47.3
	"Kentucky"	"21"	"42 years"	"42"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	285560	8.1
	"Kentucky"	"21"	"42 years"	"42"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	155	285560	54.3
	"Kentucky"	"21"	"42 years"	"42"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	22	285560	7.7
	"Kentucky"	"21"	"42 years"	"42"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	17	285560	Unreliable
	"Kentucky"	"21"	"42 years"	"42"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	285560	7.0
	"Kentucky"	"21"	"42 years"	"42"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	12	285560	Unreliable
	"Kentucky"	"21"	"42 years"	"42"	"#COVID-19 (U07.1)"	"GR113-137"	47	285560	16.5
	"Kentucky"	"21"	"43 years"	"43"	"#Septicemia (A40-A41)"	"GR113-010"	17	278607	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	124	278607	44.5
	"Kentucky"	"21"	"43 years"	"43"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	32	278607	11.5
	"Kentucky"	"21"	"43 years"	"43"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	219	278607	78.6
	"Kentucky"	"21"	"43 years"	"43"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	26	278607	9.3
	"Kentucky"	"21"	"43 years"	"43"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	278607	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	278607	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	12	278607	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	22	278607	7.9
	"Kentucky"	"21"	"43 years"	"43"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	16	278607	Unreliable
	"Kentucky"	"21"	"43 years"	"43"	"#COVID-19 (U07.1)"	"GR113-137"	53	278607	19.0
	"Kentucky"	"21"	"44 years"	"44"	"#Septicemia (A40-A41)"	"GR113-010"	18	274114	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	163	274114	59.5
	"Kentucky"	"21"	"44 years"	"44"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	31	274114	11.3
	"Kentucky"	"21"	"44 years"	"44"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	197	274114	71.9
	"Kentucky"	"21"	"44 years"	"44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	25	274114	9.1
	"Kentucky"	"21"	"44 years"	"44"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	274114	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	274114	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	10	274114	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	11	274114	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	13	274114	Unreliable
	"Kentucky"	"21"	"44 years"	"44"	"#COVID-19 (U07.1)"	"GR113-137"	69	274114	25.2
	"Kentucky"	"21"	"45 years"	"45"	"#Septicemia (A40-A41)"	"GR113-010"	27	272275	9.9
	"Kentucky"	"21"	"45 years"	"45"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	141	272275	51.8
	"Kentucky"	"21"	"45 years"	"45"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	51	272275	18.7
	"Kentucky"	"21"	"45 years"	"45"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	221	272275	81.2
	"Kentucky"	"21"	"45 years"	"45"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	34	272275	12.5
	"Kentucky"	"21"	"45 years"	"45"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	272275	Unreliable
	"Kentucky"	"21"	"45 years"	"45"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21	272275	7.7
	"Kentucky"	"21"	"45 years"	"45"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	272275	9.2
	"Kentucky"	"21"	"45 years"	"45"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	272275	Unreliable
	"Kentucky"	"21"	"45 years"	"45"	"#COVID-19 (U07.1)"	"GR113-137"	60	272275	22.0
	"Kentucky"	"21"	"46 years"	"46"	"#Septicemia (A40-A41)"	"GR113-010"	24	264996	9.1
	"Kentucky"	"21"	"46 years"	"46"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	177	264996	66.8
	"Kentucky"	"21"	"46 years"	"46"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	51	264996	19.2
	"Kentucky"	"21"	"46 years"	"46"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	247	264996	93.2
	"Kentucky"	"21"	"46 years"	"46"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	37	264996	14.0
	"Kentucky"	"21"	"46 years"	"46"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	10	264996	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	25	264996	9.4
	"Kentucky"	"21"	"46 years"	"46"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	13	264996	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	19	264996	Unreliable
	"Kentucky"	"21"	"46 years"	"46"	"#COVID-19 (U07.1)"	"GR113-137"	66	264996	24.9
	"Kentucky"	"21"	"47 years"	"47"	"#Septicemia (A40-A41)"	"GR113-010"	25	266921	9.4
	"Kentucky"	"21"	"47 years"	"47"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	215	266921	80.5
	"Kentucky"	"21"	"47 years"	"47"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	62	266921	23.2
	"Kentucky"	"21"	"47 years"	"47"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	249	266921	93.3
	"Kentucky"	"21"	"47 years"	"47"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	31	266921	11.6
	"Kentucky"	"21"	"47 years"	"47"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	266921	Unreliable
	"Kentucky"	"21"	"47 years"	"47"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	33	266921	12.4
	"Kentucky"	"21"	"47 years"	"47"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	23	266921	8.6
	"Kentucky"	"21"	"47 years"	"47"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	28	266921	10.5
	"Kentucky"	"21"	"47 years"	"47"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	13	266921	Unreliable
	"Kentucky"	"21"	"47 years"	"47"	"#COVID-19 (U07.1)"	"GR113-137"	69	266921	25.9
	"Kentucky"	"21"	"48 years"	"48"	"#Septicemia (A40-A41)"	"GR113-010"	31	268550	11.5
	"Kentucky"	"21"	"48 years"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	237	268550	88.3
	"Kentucky"	"21"	"48 years"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	55	268550	20.5
	"Kentucky"	"21"	"48 years"	"48"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	293	268550	109.1
	"Kentucky"	"21"	"48 years"	"48"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	39	268550	14.5
	"Kentucky"	"21"	"48 years"	"48"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	17	268550	Unreliable
	"Kentucky"	"21"	"48 years"	"48"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	31	268550	11.5
	"Kentucky"	"21"	"48 years"	"48"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	21	268550	7.8
	"Kentucky"	"21"	"48 years"	"48"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	24	268550	8.9
	"Kentucky"	"21"	"48 years"	"48"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	13	268550	Unreliable
	"Kentucky"	"21"	"48 years"	"48"	"#COVID-19 (U07.1)"	"GR113-137"	69	268550	25.7
	"Kentucky"	"21"	"49 years"	"49"	"#Septicemia (A40-A41)"	"GR113-010"	27	278140	9.7
	"Kentucky"	"21"	"49 years"	"49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	256	278140	92.0
	"Kentucky"	"21"	"49 years"	"49"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	65	278140	23.4
	"Kentucky"	"21"	"49 years"	"49"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	300	278140	107.9
	"Kentucky"	"21"	"49 years"	"49"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	41	278140	14.7
	"Kentucky"	"21"	"49 years"	"49"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	278140	8.6
	"Kentucky"	"21"	"49 years"	"49"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	46	278140	16.5
	"Kentucky"	"21"	"49 years"	"49"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	11	278140	Unreliable
	"Kentucky"	"21"	"49 years"	"49"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	278140	9.0
	"Kentucky"	"21"	"49 years"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	278140	Unreliable
	"Kentucky"	"21"	"49 years"	"49"	"#COVID-19 (U07.1)"	"GR113-137"	119	278140	42.8
	"Kentucky"	"21"	"50 years"	"50"	"#Septicemia (A40-A41)"	"GR113-010"	35	290233	12.1
	"Kentucky"	"21"	"50 years"	"50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	299	290233	103.0
	"Kentucky"	"21"	"50 years"	"50"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	75	290233	25.8
	"Kentucky"	"21"	"50 years"	"50"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	348	290233	119.9
	"Kentucky"	"21"	"50 years"	"50"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	54	290233	18.6
	"Kentucky"	"21"	"50 years"	"50"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	16	290233	Unreliable
	"Kentucky"	"21"	"50 years"	"50"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	52	290233	17.9
	"Kentucky"	"21"	"50 years"	"50"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	22	290233	7.6
	"Kentucky"	"21"	"50 years"	"50"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	31	290233	10.7
	"Kentucky"	"21"	"50 years"	"50"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	290233	Unreliable
	"Kentucky"	"21"	"50 years"	"50"	"#COVID-19 (U07.1)"	"GR113-137"	137	290233	47.2
	"Kentucky"	"21"	"51 years"	"51"	"#Septicemia (A40-A41)"	"GR113-010"	28	295066	9.5
	"Kentucky"	"21"	"51 years"	"51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	348	295066	117.9
	"Kentucky"	"21"	"51 years"	"51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	78	295066	26.4
	"Kentucky"	"21"	"51 years"	"51"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	428	295066	145.1
	"Kentucky"	"21"	"51 years"	"51"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	295066	14.2
	"Kentucky"	"21"	"51 years"	"51"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	295066	7.1
	"Kentucky"	"21"	"51 years"	"51"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	77	295066	26.1
	"Kentucky"	"21"	"51 years"	"51"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	29	295066	9.8
	"Kentucky"	"21"	"51 years"	"51"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	37	295066	12.5
	"Kentucky"	"21"	"51 years"	"51"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	295066	Unreliable
	"Kentucky"	"21"	"51 years"	"51"	"#COVID-19 (U07.1)"	"GR113-137"	106	295066	35.9
	"Kentucky"	"21"	"52 years"	"52"	"#Septicemia (A40-A41)"	"GR113-010"	45	285123	15.8
