"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	94	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	81	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Alcoholic liver disease (K70)"	"GR113-094"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Renal failure (N17-N19)"	"GR113-100"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"All other diseases (Residual) "	"GR113-111"	248	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	101	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	79	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Falls (W00-W19)"	"GR113-118"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	38	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"Jan., 2020"	"2020/01"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	274	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	79	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of breast (C50)"	"GR113-029"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	31	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	33	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	35	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Parkinson disease (G20-G21)"	"GR113-051"	16	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Alzheimer disease (G30)"	"GR113-052"	40	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	336	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	248	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Hypertensive heart disease (I11)"	"GR113-056"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	143	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	36	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	107	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	96	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Other heart diseases (I26-I51)"	"GR113-064"	71	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Heart failure (I50)"	"GR113-067"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	48	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	65	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	34	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Influenza (J09-J11)"	"GR113-077"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Pneumonia (J12-J18)"	"GR113-078"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	101	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	93	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Alcoholic liver disease (K70)"	"GR113-094"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Renal failure (N17-N19)"	"GR113-100"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"All other diseases (Residual) "	"GR113-111"	228	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	93	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	82	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Falls (W00-W19)"	"GR113-118"	33	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	42	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Feb., 2020"	"2020/02"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	306	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	31	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	88	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of breast (C50)"	"GR113-029"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	36	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	39	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Parkinson disease (G20-G21)"	"GR113-051"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Alzheimer disease (G30)"	"GR113-052"	44	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	334	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	254	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Hypertensive heart disease (I11)"	"GR113-056"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	144	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	40	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	101	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	94	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Other heart diseases (I26-I51)"	"GR113-064"	89	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Heart failure (I50)"	"GR113-067"	26	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	61	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	64	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	41	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Pneumonia (J12-J18)"	"GR113-078"	32	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	88	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	79	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Renal failure (N17-N19)"	"GR113-100"	25	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"All other diseases (Residual) "	"GR113-111"	217	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	85	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	76	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Falls (W00-W19)"	"GR113-118"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	43	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	19	Not Applicable	Not Applicable
	"Maine"	"23"	"Mar., 2020"	"2020/03"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	60	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	269	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	20	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	56	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasm of breast (C50)"	"GR113-029"	22	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	13	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	10	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Leukemia (C91-C95)"	"GR113-040"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	33	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	41	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Parkinson disease (G20-G21)"	"GR113-051"	17	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Alzheimer disease (G30)"	"GR113-052"	50	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	325	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	233	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Hypertensive heart disease (I11)"	"GR113-056"	32	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	115	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	40	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	73	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	12	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	61	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Other heart diseases (I26-I51)"	"GR113-064"	81	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Heart failure (I50)"	"GR113-067"	21	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	60	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	18	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	60	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	14	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	29	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Pneumonia (J12-J18)"	"GR113-078"	24	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	78	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	74	Not Applicable	Not Applicable
	"Maine"	"23"	"Apr., 2020"	"2020/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	20	Not Applicable	Not Applicable
