"Notes"	"Residence State"	"Residence State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"44 years"	"44"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	10	85405	Unreliable
	"Hawaii"	"15"	"44 years"	"44"	"#COVID-19 (U07.1)"	"GR113-137"	10	85405	Unreliable
	"Hawaii"	"15"	"45 years"	"45"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	39	84230	46.3
	"Hawaii"	"15"	"45 years"	"45"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	42	84230	49.9
	"Hawaii"	"15"	"45 years"	"45"	"Hypertensive heart disease (I11)"	"GR113-056"	10	84230	Unreliable
	"Hawaii"	"15"	"45 years"	"45"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	15	84230	Unreliable
	"Hawaii"	"15"	"45 years"	"45"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	10	84230	Unreliable
	"Hawaii"	"15"	"45 years"	"45"	"Other heart diseases (I26-I51)"	"GR113-064"	14	84230	Unreliable
	"Hawaii"	"15"	"45 years"	"45"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11	84230	Unreliable
	"Hawaii"	"15"	"45 years"	"45"	"#COVID-19 (U07.1)"	"GR113-137"	14	84230	Unreliable
	"Hawaii"	"15"	"46 years"	"46"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	51	82196	62.0
	"Hawaii"	"15"	"46 years"	"46"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	16	82196	Unreliable
	"Hawaii"	"15"	"46 years"	"46"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	37	82196	45.0
	"Hawaii"	"15"	"46 years"	"46"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	14	82196	Unreliable
	"Hawaii"	"15"	"46 years"	"46"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	12	82196	Unreliable
	"Hawaii"	"15"	"46 years"	"46"	"Other heart diseases (I26-I51)"	"GR113-064"	15	82196	Unreliable
	"Hawaii"	"15"	"46 years"	"46"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	11	82196	Unreliable
	"Hawaii"	"15"	"46 years"	"46"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12	82196	Unreliable
	"Hawaii"	"15"	"47 years"	"47"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	54	81721	66.1
	"Hawaii"	"15"	"47 years"	"47"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	10	81721	Unreliable
	"Hawaii"	"15"	"47 years"	"47"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	51	81721	62.4
	"Hawaii"	"15"	"47 years"	"47"	"Hypertensive heart disease (I11)"	"GR113-056"	18	81721	Unreliable
	"Hawaii"	"15"	"47 years"	"47"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	19	81721	Unreliable
	"Hawaii"	"15"	"47 years"	"47"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	10	81721	Unreliable
	"Hawaii"	"15"	"47 years"	"47"	"Other heart diseases (I26-I51)"	"GR113-064"	14	81721	Unreliable
	"Hawaii"	"15"	"47 years"	"47"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11	81721	Unreliable
	"Hawaii"	"15"	"48 years"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	46	81314	56.6
	"Hawaii"	"15"	"48 years"	"48"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	58	81314	71.3
	"Hawaii"	"15"	"48 years"	"48"	"Hypertensive heart disease (I11)"	"GR113-056"	13	81314	Unreliable
	"Hawaii"	"15"	"48 years"	"48"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	22	81314	27.1
	"Hawaii"	"15"	"48 years"	"48"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	15	81314	Unreliable
	"Hawaii"	"15"	"48 years"	"48"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	10	81314	Unreliable
	"Hawaii"	"15"	"48 years"	"48"	"Other heart diseases (I26-I51)"	"GR113-064"	22	81314	27.1
	"Hawaii"	"15"	"48 years"	"48"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	14	81314	Unreliable
	"Hawaii"	"15"	"48 years"	"48"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	14	81314	Unreliable
	"Hawaii"	"15"	"48 years"	"48"	"#COVID-19 (U07.1)"	"GR113-137"	15	81314	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	46	82952	55.5
	"Hawaii"	"15"	"49 years"	"49"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	55	82952	66.3
	"Hawaii"	"15"	"49 years"	"49"	"Hypertensive heart disease (I11)"	"GR113-056"	15	82952	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	25	82952	30.1
	"Hawaii"	"15"	"49 years"	"49"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	18	82952	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	13	82952	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"Other heart diseases (I26-I51)"	"GR113-064"	15	82952	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	12	82952	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13	82952	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	84	86315	97.3
	"Hawaii"	"15"	"50 years"	"50"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	15	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	12	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"Malignant neoplasm of breast (C50)"	"GR113-029"	10	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	16	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	62	86315	71.8
	"Hawaii"	"15"	"50 years"	"50"	"Hypertensive heart disease (I11)"	"GR113-056"	11	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	21	86315	24.3
	"Hawaii"	"15"	"50 years"	"50"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	14	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"Other heart diseases (I26-I51)"	"GR113-064"	28	86315	32.4
	"Hawaii"	"15"	"50 years"	"50"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	24	86315	27.8
	"Hawaii"	"15"	"50 years"	"50"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	15	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#COVID-19 (U07.1)"	"GR113-137"	11	86315	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	76	88018	86.3
	"Hawaii"	"15"	"51 years"	"51"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	13	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"Malignant neoplasm of breast (C50)"	"GR113-029"	10	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	74	88018	84.1
	"Hawaii"	"15"	"51 years"	"51"	"Hypertensive heart disease (I11)"	"GR113-056"	15	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	41	88018	46.6
	"Hawaii"	"15"	"51 years"	"51"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	15	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	25	88018	28.4
	"Hawaii"	"15"	"51 years"	"51"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	18	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"Other heart diseases (I26-I51)"	"GR113-064"	16	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	13	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	17	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#COVID-19 (U07.1)"	"GR113-137"	17	88018	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	77	87382	88.1
	"Hawaii"	"15"	"52 years"	"52"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	12	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"Malignant neoplasm of breast (C50)"	"GR113-029"	13	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	12	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	66	87382	75.5
	"Hawaii"	"15"	"52 years"	"52"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	39	87382	44.6
	"Hawaii"	"15"	"52 years"	"52"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	11	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	28	87382	32.0
	"Hawaii"	"15"	"52 years"	"52"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	14	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	14	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"Other heart diseases (I26-I51)"	"GR113-064"	19	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	15	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	17	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#COVID-19 (U07.1)"	"GR113-137"	19	87382	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	88	84209	104.5
	"Hawaii"	"15"	"53 years"	"53"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	14	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"Malignant neoplasm of breast (C50)"	"GR113-029"	12	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	19	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	83	84209	98.6
	"Hawaii"	"15"	"53 years"	"53"	"Hypertensive heart disease (I11)"	"GR113-056"	24	84209	28.5
	"Hawaii"	"15"	"53 years"	"53"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	32	84209	38.0
	"Hawaii"	"15"	"53 years"	"53"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	11	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	20	84209	23.8
	"Hawaii"	"15"	"53 years"	"53"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	16	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"Other heart diseases (I26-I51)"	"GR113-064"	24	84209	28.5
	"Hawaii"	"15"	"53 years"	"53"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	19	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	21	84209	24.9
	"Hawaii"	"15"	"53 years"	"53"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#COVID-19 (U07.1)"	"GR113-137"	15	84209	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	99	83174	119.0
	"Hawaii"	"15"	"54 years"	"54"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	19	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	10	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	11	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Malignant neoplasm of breast (C50)"	"GR113-029"	13	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	28	83174	33.7
	"Hawaii"	"15"	"54 years"	"54"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	79	83174	95.0
	"Hawaii"	"15"	"54 years"	"54"	"Hypertensive heart disease (I11)"	"GR113-056"	13	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	42	83174	50.5
	"Hawaii"	"15"	"54 years"	"54"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	33	83174	39.7
	"Hawaii"	"15"	"54 years"	"54"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	14	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	19	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Other heart diseases (I26-I51)"	"GR113-064"	23	83174	27.7
	"Hawaii"	"15"	"54 years"	"54"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	20	83174	24.0
	"Hawaii"	"15"	"54 years"	"54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	26	83174	31.3
	"Hawaii"	"15"	"54 years"	"54"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	10	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Renal failure (N17-N19)"	"GR113-100"	10	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	19	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"#COVID-19 (U07.1)"	"GR113-137"	25	83174	30.1
	"Hawaii"	"15"	"55 years"	"55"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	115	84201	136.6
	"Hawaii"	"15"	"55 years"	"55"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	16	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	18	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	18	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	92	84201	109.3
	"Hawaii"	"15"	"55 years"	"55"	"Hypertensive heart disease (I11)"	"GR113-056"	22	84201	26.1
	"Hawaii"	"15"	"55 years"	"55"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	44	84201	52.3
	"Hawaii"	"15"	"55 years"	"55"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	13	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	31	84201	36.8
	"Hawaii"	"15"	"55 years"	"55"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	15	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	16	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"Other heart diseases (I26-I51)"	"GR113-064"	26	84201	30.9
	"Hawaii"	"15"	"55 years"	"55"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	23	84201	27.3
	"Hawaii"	"15"	"55 years"	"55"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	21	84201	24.9
	"Hawaii"	"15"	"55 years"	"55"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"#COVID-19 (U07.1)"	"GR113-137"	20	84201	23.8
	"Hawaii"	"15"	"56 years"	"56"	"#Septicemia (A40-A41)"	"GR113-010"	15	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	125	85989	145.4
	"Hawaii"	"15"	"56 years"	"56"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	21	85989	24.4
	"Hawaii"	"15"	"56 years"	"56"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	12	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	19	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	11	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	29	85989	33.7
	"Hawaii"	"15"	"56 years"	"56"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	118	85989	137.2
	"Hawaii"	"15"	"56 years"	"56"	"Hypertensive heart disease (I11)"	"GR113-056"	27	85989	31.4
	"Hawaii"	"15"	"56 years"	"56"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	56	85989	65.1
	"Hawaii"	"15"	"56 years"	"56"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	11	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	45	85989	52.3
	"Hawaii"	"15"	"56 years"	"56"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	20	85989	23.3
	"Hawaii"	"15"	"56 years"	"56"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	25	85989	29.1
	"Hawaii"	"15"	"56 years"	"56"	"Other heart diseases (I26-I51)"	"GR113-064"	33	85989	38.4
	"Hawaii"	"15"	"56 years"	"56"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	24	85989	27.9
	"Hawaii"	"15"	"56 years"	"56"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	19	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"#COVID-19 (U07.1)"	"GR113-137"	27	85989	31.4
	"Hawaii"	"15"	"57 years"	"57"	"#Septicemia (A40-A41)"	"GR113-010"	10	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	132	88305	149.5
	"Hawaii"	"15"	"57 years"	"57"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	15	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	15	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	16	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"Malignant neoplasm of breast (C50)"	"GR113-029"	13	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	15	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	88305	26.0
	"Hawaii"	"15"	"57 years"	"57"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	127	88305	143.8
	"Hawaii"	"15"	"57 years"	"57"	"Hypertensive heart disease (I11)"	"GR113-056"	16	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	75	88305	84.9
	"Hawaii"	"15"	"57 years"	"57"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	24	88305	27.2
	"Hawaii"	"15"	"57 years"	"57"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	51	88305	57.8
