"Notes"	"Residence State"	"Residence State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Hawaii"	"15"	"48 years"	"48"	"#COVID-19 (U07.1)"	"GR113-137"	15	81314	Unreliable
	"Hawaii"	"15"	"49 years"	"49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	46	82952	55.5
	"Hawaii"	"15"	"49 years"	"49"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	55	82952	66.3
	"Hawaii"	"15"	"49 years"	"49"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13	82952	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	84	86315	97.3
	"Hawaii"	"15"	"50 years"	"50"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	16	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	62	86315	71.8
	"Hawaii"	"15"	"50 years"	"50"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	15	86315	Unreliable
	"Hawaii"	"15"	"50 years"	"50"	"#COVID-19 (U07.1)"	"GR113-137"	11	86315	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	76	88018	86.3
	"Hawaii"	"15"	"51 years"	"51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	74	88018	84.1
	"Hawaii"	"15"	"51 years"	"51"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	17	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	88018	Unreliable
	"Hawaii"	"15"	"51 years"	"51"	"#COVID-19 (U07.1)"	"GR113-137"	17	88018	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	77	87382	88.1
	"Hawaii"	"15"	"52 years"	"52"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	12	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	66	87382	75.5
	"Hawaii"	"15"	"52 years"	"52"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	17	87382	Unreliable
	"Hawaii"	"15"	"52 years"	"52"	"#COVID-19 (U07.1)"	"GR113-137"	19	87382	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	88	84209	104.5
	"Hawaii"	"15"	"53 years"	"53"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	19	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	83	84209	98.6
	"Hawaii"	"15"	"53 years"	"53"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	21	84209	24.9
	"Hawaii"	"15"	"53 years"	"53"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	84209	Unreliable
	"Hawaii"	"15"	"53 years"	"53"	"#COVID-19 (U07.1)"	"GR113-137"	15	84209	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	99	83174	119.0
	"Hawaii"	"15"	"54 years"	"54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	28	83174	33.7
	"Hawaii"	"15"	"54 years"	"54"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	79	83174	95.0
	"Hawaii"	"15"	"54 years"	"54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	26	83174	31.3
	"Hawaii"	"15"	"54 years"	"54"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	10	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	19	83174	Unreliable
	"Hawaii"	"15"	"54 years"	"54"	"#COVID-19 (U07.1)"	"GR113-137"	25	83174	30.1
	"Hawaii"	"15"	"55 years"	"55"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	115	84201	136.6
	"Hawaii"	"15"	"55 years"	"55"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	18	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	92	84201	109.3
	"Hawaii"	"15"	"55 years"	"55"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	21	84201	24.9
	"Hawaii"	"15"	"55 years"	"55"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	84201	Unreliable
	"Hawaii"	"15"	"55 years"	"55"	"#COVID-19 (U07.1)"	"GR113-137"	20	84201	23.8
	"Hawaii"	"15"	"56 years"	"56"	"#Septicemia (A40-A41)"	"GR113-010"	15	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	125	85989	145.4
	"Hawaii"	"15"	"56 years"	"56"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	29	85989	33.7
	"Hawaii"	"15"	"56 years"	"56"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	118	85989	137.2
	"Hawaii"	"15"	"56 years"	"56"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	19	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	85989	Unreliable
	"Hawaii"	"15"	"56 years"	"56"	"#COVID-19 (U07.1)"	"GR113-137"	27	85989	31.4
	"Hawaii"	"15"	"57 years"	"57"	"#Septicemia (A40-A41)"	"GR113-010"	10	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	132	88305	149.5
	"Hawaii"	"15"	"57 years"	"57"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	88305	26.0
	"Hawaii"	"15"	"57 years"	"57"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	127	88305	143.8
	"Hawaii"	"15"	"57 years"	"57"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	29	88305	32.8
	"Hawaii"	"15"	"57 years"	"57"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	88305	Unreliable
	"Hawaii"	"15"	"57 years"	"57"	"#COVID-19 (U07.1)"	"GR113-137"	19	88305	Unreliable
	"Hawaii"	"15"	"58 years"	"58"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	154	89539	172.0
	"Hawaii"	"15"	"58 years"	"58"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	89539	25.7
	"Hawaii"	"15"	"58 years"	"58"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	136	89539	151.9
	"Hawaii"	"15"	"58 years"	"58"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	32	89539	35.7
	"Hawaii"	"15"	"58 years"	"58"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	89539	Unreliable
	"Hawaii"	"15"	"58 years"	"58"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	10	89539	Unreliable
	"Hawaii"	"15"	"58 years"	"58"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	11	89539	Unreliable
	"Hawaii"	"15"	"58 years"	"58"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	89539	Unreliable
	"Hawaii"	"15"	"58 years"	"58"	"#COVID-19 (U07.1)"	"GR113-137"	26	89539	29.0
	"Hawaii"	"15"	"59 years"	"59"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	165	90330	182.7
	"Hawaii"	"15"	"59 years"	"59"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	90330	25.5
	"Hawaii"	"15"	"59 years"	"59"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	138	90330	152.8
	"Hawaii"	"15"	"59 years"	"59"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	32	90330	35.4
	"Hawaii"	"15"	"59 years"	"59"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	13	90330	Unreliable
	"Hawaii"	"15"	"59 years"	"59"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	90330	Unreliable
	"Hawaii"	"15"	"59 years"	"59"	"#COVID-19 (U07.1)"	"GR113-137"	22	90330	24.4
	"Hawaii"	"15"	"60 years"	"60"	"#Septicemia (A40-A41)"	"GR113-010"	11	91269	Unreliable
	"Hawaii"	"15"	"60 years"	"60"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	193	91269	211.5
	"Hawaii"	"15"	"60 years"	"60"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	21	91269	23.0
	"Hawaii"	"15"	"60 years"	"60"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	165	91269	180.8
	"Hawaii"	"15"	"60 years"	"60"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	30	91269	32.9
	"Hawaii"	"15"	"60 years"	"60"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	91269	Unreliable
	"Hawaii"	"15"	"60 years"	"60"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	91269	Unreliable
	"Hawaii"	"15"	"60 years"	"60"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	11	91269	Unreliable
	"Hawaii"	"15"	"60 years"	"60"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	16	91269	Unreliable
	"Hawaii"	"15"	"60 years"	"60"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	91269	Unreliable
	"Hawaii"	"15"	"60 years"	"60"	"#COVID-19 (U07.1)"	"GR113-137"	23	91269	25.2
	"Hawaii"	"15"	"61 years"	"61"	"#Septicemia (A40-A41)"	"GR113-010"	13	90354	Unreliable
	"Hawaii"	"15"	"61 years"	"61"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	223	90354	246.8
	"Hawaii"	"15"	"61 years"	"61"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	26	90354	28.8
	"Hawaii"	"15"	"61 years"	"61"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	187	90354	207.0
	"Hawaii"	"15"	"61 years"	"61"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	29	90354	32.1
	"Hawaii"	"15"	"61 years"	"61"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	90354	Unreliable
	"Hawaii"	"15"	"61 years"	"61"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	90354	Unreliable
	"Hawaii"	"15"	"61 years"	"61"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	10	90354	Unreliable
	"Hawaii"	"15"	"61 years"	"61"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	90354	Unreliable
	"Hawaii"	"15"	"61 years"	"61"	"#COVID-19 (U07.1)"	"GR113-137"	28	90354	31.0
	"Hawaii"	"15"	"62 years"	"62"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	221	90920	243.1
	"Hawaii"	"15"	"62 years"	"62"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	23	90920	25.3
	"Hawaii"	"15"	"62 years"	"62"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	192	90920	211.2
	"Hawaii"	"15"	"62 years"	"62"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	37	90920	40.7
	"Hawaii"	"15"	"62 years"	"62"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	90920	Unreliable
	"Hawaii"	"15"	"62 years"	"62"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	90920	22.0
	"Hawaii"	"15"	"62 years"	"62"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	16	90920	Unreliable
	"Hawaii"	"15"	"62 years"	"62"	"#COVID-19 (U07.1)"	"GR113-137"	41	90920	45.1
	"Hawaii"	"15"	"63 years"	"63"	"#Septicemia (A40-A41)"	"GR113-010"	15	89011	Unreliable
	"Hawaii"	"15"	"63 years"	"63"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	245	89011	275.2
	"Hawaii"	"15"	"63 years"	"63"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	35	89011	39.3
	"Hawaii"	"15"	"63 years"	"63"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	196	89011	220.2
	"Hawaii"	"15"	"63 years"	"63"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	49	89011	55.0
	"Hawaii"	"15"	"63 years"	"63"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	89011	Unreliable
	"Hawaii"	"15"	"63 years"	"63"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	29	89011	32.6
	"Hawaii"	"15"	"63 years"	"63"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	13	89011	Unreliable
	"Hawaii"	"15"	"63 years"	"63"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	16	89011	Unreliable
	"Hawaii"	"15"	"63 years"	"63"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	24	89011	27.0
	"Hawaii"	"15"	"63 years"	"63"	"#COVID-19 (U07.1)"	"GR113-137"	29	89011	32.6
	"Hawaii"	"15"	"64 years"	"64"	"#Septicemia (A40-A41)"	"GR113-010"	15	89025	Unreliable
	"Hawaii"	"15"	"64 years"	"64"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	288	89025	323.5
	"Hawaii"	"15"	"64 years"	"64"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	33	89025	37.1
	"Hawaii"	"15"	"64 years"	"64"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	209	89025	234.8
	"Hawaii"	"15"	"64 years"	"64"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	39	89025	43.8
	"Hawaii"	"15"	"64 years"	"64"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	25	89025	28.1
	"Hawaii"	"15"	"64 years"	"64"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	20	89025	22.5
	"Hawaii"	"15"	"64 years"	"64"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	18	89025	Unreliable
	"Hawaii"	"15"	"64 years"	"64"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	89025	Unreliable
	"Hawaii"	"15"	"64 years"	"64"	"#COVID-19 (U07.1)"	"GR113-137"	35	89025	39.3
	"Hawaii"	"15"	"65 years"	"65"	"#Septicemia (A40-A41)"	"GR113-010"	14	88130	Unreliable
	"Hawaii"	"15"	"65 years"	"65"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	314	88130	356.3
	"Hawaii"	"15"	"65 years"	"65"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	29	88130	32.9
	"Hawaii"	"15"	"65 years"	"65"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	251	88130	284.8
	"Hawaii"	"15"	"65 years"	"65"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	88130	47.7
	"Hawaii"	"15"	"65 years"	"65"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	88130	Unreliable
	"Hawaii"	"15"	"65 years"	"65"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	34	88130	38.6
	"Hawaii"	"15"	"65 years"	"65"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	17	88130	Unreliable
	"Hawaii"	"15"	"65 years"	"65"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	88130	Unreliable
	"Hawaii"	"15"	"65 years"	"65"	"#COVID-19 (U07.1)"	"GR113-137"	38	88130	43.1
	"Hawaii"	"15"	"66 years"	"66"	"#Septicemia (A40-A41)"	"GR113-010"	10	86531	Unreliable
	"Hawaii"	"15"	"66 years"	"66"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	295	86531	340.9
	"Hawaii"	"15"	"66 years"	"66"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	38	86531	43.9
	"Hawaii"	"15"	"66 years"	"66"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	275	86531	317.8
	"Hawaii"	"15"	"66 years"	"66"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	45	86531	52.0
	"Hawaii"	"15"	"66 years"	"66"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	30	86531	34.7
	"Hawaii"	"15"	"66 years"	"66"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	12	86531	Unreliable
	"Hawaii"	"15"	"66 years"	"66"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	29	86531	33.5
	"Hawaii"	"15"	"66 years"	"66"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	86531	23.1
	"Hawaii"	"15"	"66 years"	"66"	"#COVID-19 (U07.1)"	"GR113-137"	42	86531	48.5
	"Hawaii"	"15"	"67 years"	"67"	"#Septicemia (A40-A41)"	"GR113-010"	13	86030	Unreliable
	"Hawaii"	"15"	"67 years"	"67"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	338	86030	392.9
	"Hawaii"	"15"	"67 years"	"67"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	41	86030	47.7
	"Hawaii"	"15"	"67 years"	"67"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	233	86030	270.8
	"Hawaii"	"15"	"67 years"	"67"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	53	86030	61.6
	"Hawaii"	"15"	"67 years"	"67"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	11	86030	Unreliable
	"Hawaii"	"15"	"67 years"	"67"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	34	86030	39.5
	"Hawaii"	"15"	"67 years"	"67"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	14	86030	Unreliable
	"Hawaii"	"15"	"67 years"	"67"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	21	86030	24.4
	"Hawaii"	"15"	"67 years"	"67"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	18	86030	Unreliable
	"Hawaii"	"15"	"67 years"	"67"	"#COVID-19 (U07.1)"	"GR113-137"	35	86030	40.7
	"Hawaii"	"15"	"68 years"	"68"	"#Septicemia (A40-A41)"	"GR113-010"	16	84177	Unreliable
	"Hawaii"	"15"	"68 years"	"68"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	325	84177	386.1
	"Hawaii"	"15"	"68 years"	"68"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	40	84177	47.5
	"Hawaii"	"15"	"68 years"	"68"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	273	84177	324.3
	"Hawaii"	"15"	"68 years"	"68"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	84177	49.9
	"Hawaii"	"15"	"68 years"	"68"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	84177	Unreliable
	"Hawaii"	"15"	"68 years"	"68"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	38	84177	45.1
	"Hawaii"	"15"	"68 years"	"68"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	24	84177	28.5
	"Hawaii"	"15"	"68 years"	"68"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	28	84177	33.3
	"Hawaii"	"15"	"68 years"	"68"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	84177	23.8
	"Hawaii"	"15"	"68 years"	"68"	"#COVID-19 (U07.1)"	"GR113-137"	26	84177	30.9
	"Hawaii"	"15"	"69 years"	"69"	"#Septicemia (A40-A41)"	"GR113-010"	15	82582	Unreliable
	"Hawaii"	"15"	"69 years"	"69"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	375	82582	454.1
	"Hawaii"	"15"	"69 years"	"69"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	36	82582	43.6
	"Hawaii"	"15"	"69 years"	"69"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	248	82582	300.3
	"Hawaii"	"15"	"69 years"	"69"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	54	82582	65.4
	"Hawaii"	"15"	"69 years"	"69"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	22	82582	26.6
