"Notes"	"Residence State"	"Residence State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Idaho"	"16"	"38 years"	"38"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20	125126	16.0
	"Idaho"	"16"	"38 years"	"38"	"#COVID-19 (U07.1)"	"GR113-137"	10	125126	Unreliable
	"Idaho"	"16"	"39 years"	"39"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	24	126832	18.9
	"Idaho"	"16"	"39 years"	"39"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	18	126832	Unreliable
	"Idaho"	"16"	"40 years"	"40"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	27	127671	21.1
	"Idaho"	"16"	"40 years"	"40"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	18	127671	Unreliable
	"Idaho"	"16"	"40 years"	"40"	"#COVID-19 (U07.1)"	"GR113-137"	16	127671	Unreliable
	"Idaho"	"16"	"41 years"	"41"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	21	125823	16.7
	"Idaho"	"16"	"41 years"	"41"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	32	125823	25.4
	"Idaho"	"16"	"42 years"	"42"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	26	124520	20.9
	"Idaho"	"16"	"42 years"	"42"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	124520	Unreliable
	"Idaho"	"16"	"42 years"	"42"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	33	124520	26.5
	"Idaho"	"16"	"42 years"	"42"	"#COVID-19 (U07.1)"	"GR113-137"	10	124520	Unreliable
	"Idaho"	"16"	"43 years"	"43"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	42	120549	34.8
	"Idaho"	"16"	"43 years"	"43"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	31	120549	25.7
	"Idaho"	"16"	"43 years"	"43"	"#COVID-19 (U07.1)"	"GR113-137"	18	120549	Unreliable
	"Idaho"	"16"	"44 years"	"44"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	43	116687	36.9
	"Idaho"	"16"	"44 years"	"44"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	29	116687	24.9
	"Idaho"	"16"	"44 years"	"44"	"#COVID-19 (U07.1)"	"GR113-137"	14	116687	Unreliable
	"Idaho"	"16"	"45 years"	"45"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	37	114015	32.5
	"Idaho"	"16"	"45 years"	"45"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	10	114015	Unreliable
	"Idaho"	"16"	"45 years"	"45"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	44	114015	38.6
	"Idaho"	"16"	"45 years"	"45"	"#COVID-19 (U07.1)"	"GR113-137"	15	114015	Unreliable
	"Idaho"	"16"	"46 years"	"46"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	47	109256	43.0
	"Idaho"	"16"	"46 years"	"46"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	29	109256	26.5
	"Idaho"	"16"	"46 years"	"46"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	13	109256	Unreliable
	"Idaho"	"16"	"46 years"	"46"	"#COVID-19 (U07.1)"	"GR113-137"	17	109256	Unreliable
	"Idaho"	"16"	"47 years"	"47"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	60	108122	55.5
	"Idaho"	"16"	"47 years"	"47"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	12	108122	Unreliable
	"Idaho"	"16"	"47 years"	"47"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	40	108122	37.0
	"Idaho"	"16"	"47 years"	"47"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11	108122	Unreliable
	"Idaho"	"16"	"47 years"	"47"	"#COVID-19 (U07.1)"	"GR113-137"	21	108122	19.4
	"Idaho"	"16"	"48 years"	"48"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	50	105764	47.3
	"Idaho"	"16"	"48 years"	"48"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	13	105764	Unreliable
	"Idaho"	"16"	"48 years"	"48"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	44	105764	41.6
	"Idaho"	"16"	"48 years"	"48"	"#COVID-19 (U07.1)"	"GR113-137"	30	105764	28.4
	"Idaho"	"16"	"49 years"	"49"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	65	106030	61.3
	"Idaho"	"16"	"49 years"	"49"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	13	106030	Unreliable
	"Idaho"	"16"	"49 years"	"49"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	52	106030	49.0
	"Idaho"	"16"	"49 years"	"49"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13	106030	Unreliable
	"Idaho"	"16"	"49 years"	"49"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	10	106030	Unreliable
	"Idaho"	"16"	"49 years"	"49"	"#COVID-19 (U07.1)"	"GR113-137"	33	106030	31.1
	"Idaho"	"16"	"50 years"	"50"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	67	109414	61.2
	"Idaho"	"16"	"50 years"	"50"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	58	109414	53.0
	"Idaho"	"16"	"50 years"	"50"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	11	109414	Unreliable
	"Idaho"	"16"	"50 years"	"50"	"#COVID-19 (U07.1)"	"GR113-137"	27	109414	24.7
	"Idaho"	"16"	"51 years"	"51"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	90	111280	80.9
	"Idaho"	"16"	"51 years"	"51"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	14	111280	Unreliable
	"Idaho"	"16"	"51 years"	"51"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	66	111280	59.3
	"Idaho"	"16"	"51 years"	"51"	"#COVID-19 (U07.1)"	"GR113-137"	32	111280	28.8
	"Idaho"	"16"	"52 years"	"52"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	91	108189	84.1
	"Idaho"	"16"	"52 years"	"52"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	16	108189	Unreliable
	"Idaho"	"16"	"52 years"	"52"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	70	108189	64.7
	"Idaho"	"16"	"52 years"	"52"	"#COVID-19 (U07.1)"	"GR113-137"	42	108189	38.8
	"Idaho"	"16"	"53 years"	"53"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	102	105052	97.1
	"Idaho"	"16"	"53 years"	"53"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	13	105052	Unreliable
	"Idaho"	"16"	"53 years"	"53"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	76	105052	72.3
	"Idaho"	"16"	"53 years"	"53"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	105052	Unreliable
	"Idaho"	"16"	"53 years"	"53"	"#COVID-19 (U07.1)"	"GR113-137"	32	105052	30.5
	"Idaho"	"16"	"54 years"	"54"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	105	103101	101.8
	"Idaho"	"16"	"54 years"	"54"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	28	103101	27.2
	"Idaho"	"16"	"54 years"	"54"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	91	103101	88.3
	"Idaho"	"16"	"54 years"	"54"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	15	103101	Unreliable
	"Idaho"	"16"	"54 years"	"54"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	103101	Unreliable
	"Idaho"	"16"	"54 years"	"54"	"#COVID-19 (U07.1)"	"GR113-137"	36	103101	34.9
	"Idaho"	"16"	"55 years"	"55"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	125	103733	120.5
	"Idaho"	"16"	"55 years"	"55"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	27	103733	26.0
	"Idaho"	"16"	"55 years"	"55"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	95	103733	91.6
	"Idaho"	"16"	"55 years"	"55"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	12	103733	Unreliable
	"Idaho"	"16"	"55 years"	"55"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	103733	Unreliable
	"Idaho"	"16"	"55 years"	"55"	"#COVID-19 (U07.1)"	"GR113-137"	36	103733	34.7
	"Idaho"	"16"	"56 years"	"56"	"#Septicemia (A40-A41)"	"GR113-010"	13	105430	Unreliable
	"Idaho"	"16"	"56 years"	"56"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	154	105430	146.1
	"Idaho"	"16"	"56 years"	"56"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	19	105430	Unreliable
	"Idaho"	"16"	"56 years"	"56"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	96	105430	91.1
	"Idaho"	"16"	"56 years"	"56"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13	105430	Unreliable
	"Idaho"	"16"	"56 years"	"56"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	26	105430	24.7
	"Idaho"	"16"	"56 years"	"56"	"#COVID-19 (U07.1)"	"GR113-137"	45	105430	42.7
	"Idaho"	"16"	"57 years"	"57"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	180	108893	165.3
	"Idaho"	"16"	"57 years"	"57"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	22	108893	20.2
	"Idaho"	"16"	"57 years"	"57"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	115	108893	105.6
	"Idaho"	"16"	"57 years"	"57"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	19	108893	Unreliable
	"Idaho"	"16"	"57 years"	"57"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	27	108893	24.8
	"Idaho"	"16"	"57 years"	"57"	"#COVID-19 (U07.1)"	"GR113-137"	42	108893	38.6
	"Idaho"	"16"	"58 years"	"58"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	167	112556	148.4
	"Idaho"	"16"	"58 years"	"58"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	35	112556	31.1
	"Idaho"	"16"	"58 years"	"58"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	143	112556	127.0
	"Idaho"	"16"	"58 years"	"58"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	17	112556	Unreliable
	"Idaho"	"16"	"58 years"	"58"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	32	112556	28.4
	"Idaho"	"16"	"58 years"	"58"	"#COVID-19 (U07.1)"	"GR113-137"	42	112556	37.3
	"Idaho"	"16"	"59 years"	"59"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	221	115840	190.8
	"Idaho"	"16"	"59 years"	"59"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	26	115840	22.4
	"Idaho"	"16"	"59 years"	"59"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	140	115840	120.9
	"Idaho"	"16"	"59 years"	"59"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	26	115840	22.4
	"Idaho"	"16"	"59 years"	"59"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	57	115840	49.2
	"Idaho"	"16"	"59 years"	"59"	"#COVID-19 (U07.1)"	"GR113-137"	55	115840	47.5
	"Idaho"	"16"	"60 years"	"60"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	240	117832	203.7
	"Idaho"	"16"	"60 years"	"60"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	47	117832	39.9
	"Idaho"	"16"	"60 years"	"60"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	154	117832	130.7
	"Idaho"	"16"	"60 years"	"60"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	28	117832	23.8
	"Idaho"	"16"	"60 years"	"60"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	46	117832	39.0
	"Idaho"	"16"	"60 years"	"60"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	10	117832	Unreliable
	"Idaho"	"16"	"60 years"	"60"	"#COVID-19 (U07.1)"	"GR113-137"	68	117832	57.7
	"Idaho"	"16"	"61 years"	"61"	"#Septicemia (A40-A41)"	"GR113-010"	10	117277	Unreliable
	"Idaho"	"16"	"61 years"	"61"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	268	117277	228.5
	"Idaho"	"16"	"61 years"	"61"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	42	117277	35.8
	"Idaho"	"16"	"61 years"	"61"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	171	117277	145.8
	"Idaho"	"16"	"61 years"	"61"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	34	117277	29.0
	"Idaho"	"16"	"61 years"	"61"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	49	117277	41.8
	"Idaho"	"16"	"61 years"	"61"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	16	117277	Unreliable
	"Idaho"	"16"	"61 years"	"61"	"#COVID-19 (U07.1)"	"GR113-137"	65	117277	55.4
	"Idaho"	"16"	"62 years"	"62"	"#Septicemia (A40-A41)"	"GR113-010"	11	115707	Unreliable
	"Idaho"	"16"	"62 years"	"62"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	301	115707	260.1
	"Idaho"	"16"	"62 years"	"62"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	48	115707	41.5
	"Idaho"	"16"	"62 years"	"62"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	183	115707	158.2
	"Idaho"	"16"	"62 years"	"62"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	115707	36.3
	"Idaho"	"16"	"62 years"	"62"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	12	115707	Unreliable
	"Idaho"	"16"	"62 years"	"62"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	73	115707	63.1
	"Idaho"	"16"	"62 years"	"62"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	11	115707	Unreliable
	"Idaho"	"16"	"62 years"	"62"	"#COVID-19 (U07.1)"	"GR113-137"	79	115707	68.3
	"Idaho"	"16"	"63 years"	"63"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	341	115274	295.8
	"Idaho"	"16"	"63 years"	"63"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	44	115274	38.2
	"Idaho"	"16"	"63 years"	"63"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	223	115274	193.5
	"Idaho"	"16"	"63 years"	"63"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	38	115274	33.0
	"Idaho"	"16"	"63 years"	"63"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	115274	Unreliable
	"Idaho"	"16"	"63 years"	"63"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	62	115274	53.8
	"Idaho"	"16"	"63 years"	"63"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	13	115274	Unreliable
	"Idaho"	"16"	"63 years"	"63"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	115274	Unreliable
	"Idaho"	"16"	"63 years"	"63"	"#COVID-19 (U07.1)"	"GR113-137"	87	115274	75.5
	"Idaho"	"16"	"64 years"	"64"	"#Septicemia (A40-A41)"	"GR113-010"	13	115197	Unreliable
	"Idaho"	"16"	"64 years"	"64"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	351	115197	304.7
	"Idaho"	"16"	"64 years"	"64"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	46	115197	39.9
	"Idaho"	"16"	"64 years"	"64"	"#Alzheimer disease (G30)"	"GR113-052"	10	115197	Unreliable
	"Idaho"	"16"	"64 years"	"64"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	225	115197	195.3
	"Idaho"	"16"	"64 years"	"64"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	35	115197	30.4
	"Idaho"	"16"	"64 years"	"64"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	10	115197	Unreliable
	"Idaho"	"16"	"64 years"	"64"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	70	115197	60.8
	"Idaho"	"16"	"64 years"	"64"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	17	115197	Unreliable
	"Idaho"	"16"	"64 years"	"64"	"#COVID-19 (U07.1)"	"GR113-137"	94	115197	81.6
	"Idaho"	"16"	"65 years"	"65"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	358	114727	312.0
	"Idaho"	"16"	"65 years"	"65"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	49	114727	42.7
	"Idaho"	"16"	"65 years"	"65"	"#Alzheimer disease (G30)"	"GR113-052"	11	114727	Unreliable
	"Idaho"	"16"	"65 years"	"65"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	235	114727	204.8
	"Idaho"	"16"	"65 years"	"65"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	42	114727	36.6
	"Idaho"	"16"	"65 years"	"65"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	15	114727	Unreliable
	"Idaho"	"16"	"65 years"	"65"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	91	114727	79.3
	"Idaho"	"16"	"65 years"	"65"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	16	114727	Unreliable
	"Idaho"	"16"	"65 years"	"65"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	18	114727	Unreliable
	"Idaho"	"16"	"65 years"	"65"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	114727	Unreliable
	"Idaho"	"16"	"65 years"	"65"	"#COVID-19 (U07.1)"	"GR113-137"	93	114727	81.1
	"Idaho"	"16"	"66 years"	"66"	"#Septicemia (A40-A41)"	"GR113-010"	12	110359	Unreliable
	"Idaho"	"16"	"66 years"	"66"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	365	110359	330.7
	"Idaho"	"16"	"66 years"	"66"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	56	110359	50.7
	"Idaho"	"16"	"66 years"	"66"	"#Alzheimer disease (G30)"	"GR113-052"	16	110359	Unreliable
	"Idaho"	"16"	"66 years"	"66"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	252	110359	228.3
	"Idaho"	"16"	"66 years"	"66"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	40	110359	36.2
	"Idaho"	"16"	"66 years"	"66"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	106	110359	96.1
	"Idaho"	"16"	"66 years"	"66"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	27	110359	24.5
	"Idaho"	"16"	"66 years"	"66"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	14	110359	Unreliable
	"Idaho"	"16"	"66 years"	"66"	"#COVID-19 (U07.1)"	"GR113-137"	89	110359	80.6
	"Idaho"	"16"	"67 years"	"67"	"#Septicemia (A40-A41)"	"GR113-010"	13	107873	Unreliable
	"Idaho"	"16"	"67 years"	"67"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	437	107873	405.1
	"Idaho"	"16"	"67 years"	"67"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	62	107873	57.5
	"Idaho"	"16"	"67 years"	"67"	"#Alzheimer disease (G30)"	"GR113-052"	18	107873	Unreliable
	"Idaho"	"16"	"67 years"	"67"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	273	107873	253.1
	"Idaho"	"16"	"67 years"	"67"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	36	107873	33.4
	"Idaho"	"16"	"67 years"	"67"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	14	107873	Unreliable
	"Idaho"	"16"	"67 years"	"67"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	106	107873	98.3
	"Idaho"	"16"	"67 years"	"67"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	20	107873	18.5
	"Idaho"	"16"	"67 years"	"67"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	12	107873	Unreliable
	"Idaho"	"16"	"67 years"	"67"	"#COVID-19 (U07.1)"	"GR113-137"	81	107873	75.1
	"Idaho"	"16"	"68 years"	"68"	"#Septicemia (A40-A41)"	"GR113-010"	16	104912	Unreliable
	"Idaho"	"16"	"68 years"	"68"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	434	104912	413.7
	"Idaho"	"16"	"68 years"	"68"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	63	104912	60.1
	"Idaho"	"16"	"68 years"	"68"	"#Alzheimer disease (G30)"	"GR113-052"	22	104912	21.0
	"Idaho"	"16"	"68 years"	"68"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	286	104912	272.6
	"Idaho"	"16"	"68 years"	"68"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	60	104912	57.2
	"Idaho"	"16"	"68 years"	"68"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	13	104912	Unreliable
	"Idaho"	"16"	"68 years"	"68"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	102	104912	97.2
	"Idaho"	"16"	"68 years"	"68"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	24	104912	22.9
	"Idaho"	"16"	"68 years"	"68"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	10	104912	Unreliable
	"Idaho"	"16"	"68 years"	"68"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	12	104912	Unreliable
	"Idaho"	"16"	"68 years"	"68"	"#COVID-19 (U07.1)"	"GR113-137"	105	104912	100.1
	"Idaho"	"16"	"69 years"	"69"	"#Septicemia (A40-A41)"	"GR113-010"	16	101844	Unreliable
	"Idaho"	"16"	"69 years"	"69"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	441	101844	433.0
	"Idaho"	"16"	"69 years"	"69"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	49	101844	48.1
	"Idaho"	"16"	"69 years"	"69"	"#Alzheimer disease (G30)"	"GR113-052"	29	101844	28.5
	"Idaho"	"16"	"69 years"	"69"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	278	101844	273.0
	"Idaho"	"16"	"69 years"	"69"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	46	101844	45.2
	"Idaho"	"16"	"69 years"	"69"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	101844	23.6
	"Idaho"	"16"	"69 years"	"69"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	117	101844	114.9
	"Idaho"	"16"	"69 years"	"69"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	28	101844	27.5
	"Idaho"	"16"	"69 years"	"69"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	17	101844	Unreliable
	"Idaho"	"16"	"69 years"	"69"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	101844	Unreliable
	"Idaho"	"16"	"69 years"	"69"	"#COVID-19 (U07.1)"	"GR113-137"	106	101844	104.1
	"Idaho"	"16"	"70 years"	"70"	"#Septicemia (A40-A41)"	"GR113-010"	15	97341	Unreliable
	"Idaho"	"16"	"70 years"	"70"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	487	97341	500.3
	"Idaho"	"16"	"70 years"	"70"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	71	97341	72.9
	"Idaho"	"16"	"70 years"	"70"	"#Alzheimer disease (G30)"	"GR113-052"	29	97341	29.8
	"Idaho"	"16"	"70 years"	"70"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	298	97341	306.1
	"Idaho"	"16"	"70 years"	"70"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	58	97341	59.6
	"Idaho"	"16"	"70 years"	"70"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	16	97341	Unreliable
