"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	465	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	118	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant melanoma of skin (C43)"	"GR113-028"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of breast (C50)"	"GR113-029"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Leukemia (C91-C95)"	"GR113-040"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	71	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Parkinson disease (G20-G21)"	"GR113-051"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Alzheimer disease (G30)"	"GR113-052"	85	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	652	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	495	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Hypertensive heart disease (I11)"	"GR113-056"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	272	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	65	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	205	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	167	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other heart diseases (I26-I51)"	"GR113-064"	173	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Heart failure (I50)"	"GR113-067"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	106	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	116	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	78	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Influenza (J09-J11)"	"GR113-077"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Pneumonia (J12-J18)"	"GR113-078"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	145	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	137	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	49	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Alcoholic liver disease (K70)"	"GR113-094"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	50	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Renal failure (N17-N19)"	"GR113-100"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"All other diseases (Residual) "	"GR113-111"	344	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	120	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	83	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Falls (W00-W19)"	"GR113-118"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Septicemia (A40-A41)"	"GR113-010"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	413	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	97	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of breast (C50)"	"GR113-029"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Leukemia (C91-C95)"	"GR113-040"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	84	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Parkinson disease (G20-G21)"	"GR113-051"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Alzheimer disease (G30)"	"GR113-052"	86	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	716	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	528	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Hypertensive heart disease (I11)"	"GR113-056"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	303	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	229	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	184	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Other heart diseases (I26-I51)"	"GR113-064"	168	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Heart failure (I50)"	"GR113-067"	76	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	88	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	130	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	95	Not Applicable	Not Applicable
