"Notes"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2775	17163956	16.2
	"Indiana"	"18"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3518	17163956	20.5
	"Indiana"	"18"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1080	17163956	6.3
	"Indiana"	"18"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	10923	17163956	63.6
	"Indiana"	"18"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	2112	16896093	12.5
	"Indiana"	"18"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	35148	16896093	208.0
	"Indiana"	"18"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6459	16896093	38.2
	"Indiana"	"18"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	3419	16896093	20.2
	"Indiana"	"18"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	40218	16896093	238.0
	"Indiana"	"18"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	7108	16896093	42.1
	"Indiana"	"18"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2065	16896093	12.2
	"Indiana"	"18"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	9970	16896093	59.0
	"Indiana"	"18"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2863	16896093	16.9
	"Indiana"	"18"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3547	16896093	21.0
	"Indiana"	"18"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1109	16896093	6.6
	"Indiana"	"18"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	12478	16896093	73.9
	"Iowa"	"19"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	904	7960901	11.4
	"Iowa"	"19"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	14406	7960901	181.0
	"Iowa"	"19"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2093	7960901	26.3
	"Iowa"	"19"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	4489	7960901	56.4
	"Iowa"	"19"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	16828	7960901	211.4
	"Iowa"	"19"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3831	7960901	48.1
	"Iowa"	"19"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1204	7960901	15.1
	"Iowa"	"19"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4116	7960901	51.7
	"Iowa"	"19"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1151	7960901	14.5
	"Iowa"	"19"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1150	7960901	14.4
	"Iowa"	"19"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1137	7960901	14.3
	"Iowa"	"19"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	4607	7960901	57.9
	"Iowa"	"19"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	904	7997290	11.3
	"Iowa"	"19"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	16353	7997290	204.5
	"Iowa"	"19"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2699	7997290	33.7
	"Iowa"	"19"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	1967	7997290	24.6
	"Iowa"	"19"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	19982	7997290	249.9
	"Iowa"	"19"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2929	7997290	36.6
	"Iowa"	"19"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1105	7997290	13.8
	"Iowa"	"19"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4143	7997290	51.8
	"Iowa"	"19"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1183	7997290	14.8
	"Iowa"	"19"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1117	7997290	14.0
	"Iowa"	"19"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	823	7997290	10.3
	"Iowa"	"19"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	5378	7997290	67.2
	"Kansas"	"20"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	804	7311441	11.0
	"Kansas"	"20"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	12568	7311441	171.9
	"Kansas"	"20"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1969	7311441	26.9
	"Kansas"	"20"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	2909	7311441	39.8
	"Kansas"	"20"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	13742	7311441	188.0
	"Kansas"	"20"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3592	7311441	49.1
	"Kansas"	"20"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1160	7311441	15.9
	"Kansas"	"20"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4095	7311441	56.0
	"Kansas"	"20"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1087	7311441	14.9
	"Kansas"	"20"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1334	7311441	18.2
	"Kansas"	"20"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	913	7311441	12.5
	"Kansas"	"20"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	4317	7311441	59.0
	"Kansas"	"20"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	764	7348396	10.4
	"Kansas"	"20"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	14256	7348396	194.0
	"Kansas"	"20"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2571	7348396	35.0
	"Kansas"	"20"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	1351	7348396	18.4
	"Kansas"	"20"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	16378	7348396	222.9
	"Kansas"	"20"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2950	7348396	40.1
	"Kansas"	"20"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1029	7348396	14.0
	"Kansas"	"20"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	3586	7348396	48.8
	"Kansas"	"20"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1098	7348396	14.9
	"Kansas"	"20"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1425	7348396	19.4
	"Kansas"	"20"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	878	7348396	11.9
	"Kansas"	"20"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	5452	7348396	74.2
	"Kentucky"	"21"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	2372	11362814	20.9
	"Kentucky"	"21"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	23252	11362814	204.6
	"Kentucky"	"21"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3475	11362814	30.6
	"Kentucky"	"21"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	5150	11362814	45.3
	"Kentucky"	"21"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	24190	11362814	212.9
	"Kentucky"	"21"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	6235	11362814	54.9
	"Kentucky"	"21"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1947	11362814	17.1
	"Kentucky"	"21"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	8475	11362814	74.6
	"Kentucky"	"21"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2207	11362814	19.4
	"Kentucky"	"21"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2689	11362814	23.7
	"Kentucky"	"21"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1914	11362814	16.8
	"Kentucky"	"21"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	8114	11362814	71.4
	"Kentucky"	"21"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	2257	11160761	20.2
	"Kentucky"	"21"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	26727	11160761	239.5
	"Kentucky"	"21"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4380	11160761	39.2
	"Kentucky"	"21"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	2436	11160761	21.8
	"Kentucky"	"21"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	30603	11160761	274.2
	"Kentucky"	"21"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	4919	11160761	44.1
	"Kentucky"	"21"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1932	11160761	17.3
	"Kentucky"	"21"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	7402	11160761	66.3
	"Kentucky"	"21"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2220	11160761	19.9
	"Kentucky"	"21"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2758	11160761	24.7
	"Kentucky"	"21"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1490	11160761	13.4
	"Kentucky"	"21"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	9144	11160761	81.9
	"Louisiana"	"22"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	2627	11768627	22.3
	"Louisiana"	"22"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	20248	11768627	172.1
	"Louisiana"	"22"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3780	11768627	32.1
	"Louisiana"	"22"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	7034	11768627	59.8
	"Louisiana"	"22"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	26156	11768627	222.3
	"Louisiana"	"22"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	7067	11768627	60.0
	"Louisiana"	"22"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1514	11768627	12.9
	"Louisiana"	"22"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5662	11768627	48.1
	"Louisiana"	"22"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2561	11768627	21.8
	"Louisiana"	"22"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2668	11768627	22.7
	"Louisiana"	"22"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1505	11768627	12.8
	"Louisiana"	"22"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	7373	11768627	62.6
	"Louisiana"	"22"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	2479	11271461	22.0
	"Louisiana"	"22"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	24194	11271461	214.6
	"Louisiana"	"22"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4488	11271461	39.8
	"Louisiana"	"22"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	3225	11271461	28.6
	"Louisiana"	"22"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	32576	11271461	289.0
	"Louisiana"	"22"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5801	11271461	51.5
	"Louisiana"	"22"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1553	11271461	13.8
	"Louisiana"	"22"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4967	11271461	44.1
	"Louisiana"	"22"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2454	11271461	21.8
	"Louisiana"	"22"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2600	11271461	23.1
	"Louisiana"	"22"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1481	11271461	13.1
	"Louisiana"	"22"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	8764	11271461	77.8
	"Maine"	"23"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	98	3490918	2.8
	"Maine"	"23"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	7631	3490918	218.6
	"Maine"	"23"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1050	3490918	30.1
	"Maine"	"23"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	1819	3490918	52.1
	"Maine"	"23"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	7336	3490918	210.1
	"Maine"	"23"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1868	3490918	53.5
	"Maine"	"23"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	536	3490918	15.4
	"Maine"	"23"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2248	3490918	64.4
	"Maine"	"23"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	578	3490918	16.6
	"Maine"	"23"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	568	3490918	16.3
	"Maine"	"23"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	244	3490918	7.0
	"Maine"	"23"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	1424	3490918	40.8
	"Maine"	"23"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	120	3387490	3.5
	"Maine"	"23"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	8891	3387490	262.5
	"Maine"	"23"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1612	3387490	47.6
	"Maine"	"23"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	846	3387490	25.0
	"Maine"	"23"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	8931	3387490	263.6
	"Maine"	"23"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1413	3387490	41.7
	"Maine"	"23"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	619	3387490	18.3
